Ruby & Quentin,"Comedy, Crime"
Detective Dee: The Four Heavenly Kings,"Mystery, Fantasy, Adventure, Action"
Sin City: A Dame to Kill For,"Crime, Action, Thriller"
The Stepford Wives,"Comedy, Science Fiction, Horror, Thriller"
Hacker,"Crime, Drama, Thriller"
King Cobra,"Crime, Drama"
Justice League,"Action, Adventure, Fantasy, Science Fiction"
The Witcher: Nightmare of the Wolf,"Animation, Action, Fantasy"
Red Tails,"Drama, Action, Adventure, History, War"
The Larva Island Movie,"Animation, Family"
Titane,"Drama, Thriller, Horror"
Zog and the Flying Doctors,"Animation, Family"
The Package,Comedy
Life Like,"Thriller, Science Fiction"
10 Minutes Gone,"Crime, Action, Thriller, Mystery"
A House on the Bayou,"Horror, Thriller"
A Bridge Too Far,"Drama, History, War"
Secret Obsession,"Drama, Thriller"
A Change of Seasons,"Drama, Romance, Comedy"
Avengers: Age of Ultron,"Action, Adventure, Science Fiction"
Lord of the Flies,"Thriller, Adventure, Drama"
Pocahontas,"Adventure, Animation, Family, Romance"
First Blood,"Action, Adventure, Thriller, War"
Lock Up,"Action, Crime"
Invasion of Astro-Monster,"Action, Adventure, Science Fiction"
Never Rarely Sometimes Always,Drama
Cosmic Scrat-tastrophe,"Science Fiction, Comedy, Animation, Family, Adventure"
X,"Horror, Thriller, Mystery"
Breathe,"Drama, Romance"
Nisekoi: False Love,"Romance, Comedy"
The Wrestler,"Drama, Romance"
The Babysitters,Drama
The Outlaw Josey Wales,Western
Burying the Ex,"Comedy, Horror"
"Elvira, Mistress of the Dark","Fantasy, Horror, Comedy"
Infinite Storm,Drama
Army of One,Comedy
Sex Appeal,"Comedy, Romance"
Kubo and the Two Strings,"Animation, Adventure, Family"
The Maze Runner,"Action, Mystery, Science Fiction, Thriller"
I'll Always Know What You Did Last Summer,Horror
Milf,Comedy
Mac & Devin Go to High School,Comedy
Dracula,"Horror, Drama, Fantasy"
The Last Temptation of Christ,Drama
Ravenous,"Horror, Drama, Science Fiction"
Dark Waters,"Drama, Thriller, History"
Dope,"Crime, Drama, Comedy"
Gintama,"Action, Adventure, Comedy, Science Fiction"
Anatomy of Hell,Drama
Venom,"Science Fiction, Action"
The Immortal Life of Henrietta Lacks,"Drama, TV Movie"
The A-Team,"Thriller, Action, Adventure, Comedy, Crime"
Batman: Year One,"Action, Animation, Crime, Science Fiction"
Death Wish,Action
Love and Monsters,"Comedy, Action, Adventure, Fantasy"
Bronson,"Drama, Action, Crime"
The Day Naruto Became Hokage,"Comedy, Animation, Action, Adventure"
Cleanskin,"Drama, Thriller, Crime"
Black Dog,Action
Angel Has Fallen,"Action, Thriller"
Kiss and Cry,"Romance, Drama, Music, TV Movie"
Fried Green Tomatoes,"Drama, Comedy"
Click,"Comedy, Drama, Fantasy"
Bastille Day,Action
The Powerpuff Girls Movie,"Animation, Action, Family"
Dragon Ball Z Special 9 - Future Trunks Special,Animation
Stargate,"Action, Adventure, Science Fiction"
The Boy Who Harnessed the Wind,"Drama, History, Family"
One Million Years B.C.,"Adventure, Fantasy"
Why Him?,Comedy
Tooth Fairy 2,"Comedy, Family"
Assassination Nation,"Thriller, Horror, Comedy"
Get Over It,"Comedy, Romance"
A Fantastic Woman,Drama
Futurama: The Beast with a Billion Backs,"Animation, Comedy, Science Fiction, TV Movie"
Ring of the Nibelungs,Action
Flashback,Comedy
Blazing Saddles,"Western, Comedy"
Primal Rage,Horror
The Sisterhood of the Traveling Pants,"Drama, Comedy"
Léon: The Professional,"Crime, Drama, Action"
Mission: Impossible - Ghost Protocol,"Action, Thriller, Adventure"
Daniel Isn't Real,"Horror, Mystery"
Jaws 3-D,"Thriller, Horror"
South Park: Post COVID,"Animation, Comedy, TV Movie"
Whispering Corridors 6: The Humming,Horror
Cashback,"Drama, Comedy, Romance"
The Green Hornet,"Action, Crime, Comedy"
Antlers,"Drama, Horror, Mystery"
Beautiful Creatures,"Fantasy, Drama, Romance"
Terrorizers,"Drama, Crime"
Plan B,"Comedy, Drama, Romance"
The Undefeated,Western
Gold,"Adventure, Drama, Thriller"
The Adjustment Bureau,"Science Fiction, Thriller, Romance"
Confessions of a Teenage Drama Queen,Comedy
Gemini Man,"Science Fiction, Action, Thriller"
A Beautiful Day in the Neighborhood,"Drama, History"
Death Warrant,"Action, Crime, Thriller"
Sweet Home Alabama,"Comedy, Romance"
Bullet Train,"Action, Thriller"
Sooryavanshi,"Action, Crime, Thriller"
Jarhead 3: The Siege,"War, Action, Drama"
King Kong vs. Godzilla,"Action, Adventure, Science Fiction"
The Expendables,"Thriller, Adventure, Action"
Red Riding Hood,"Fantasy, Thriller, Horror"
Lone Wolf McQuade,"Action, Western, Crime"
Assassins,Documentary
The Miracle Maker,"Animation, Family, History"
Green Snake,"Animation, Fantasy, Action, Adventure"
"Definitely, Maybe","Comedy, Romance"
Flight 7500,"Thriller, Horror, Mystery"
Vertical Limit,"Adventure, Action, Thriller"
Breathless,"Crime, Drama, Thriller"
The Conformist,Drama
My Sister's Keeper,Drama
The Man Who Invented Christmas,"Drama, History, Comedy, Family"
Always Watching: A Marble Hornets Story,Horror
DragonHeart: A New Beginning,"Fantasy, Adventure"
Chloe,"Drama, Thriller, Mystery"
Ninja: Shadow of a Tear,"Action, Crime, Thriller"
Survivor,"Crime, Action, Thriller"
Narco Sub,"Action, Drama, Crime"
Black Sheep,"Horror, Comedy"
The Specialist,"Action, Thriller"
A Chinese Odyssey Part One: Pandora's Box,"Fantasy, Adventure, Comedy"
A Hero,"Drama, Thriller"
Assassination Classroom: Graduation,"Science Fiction, Comedy, Action"
The Happening,"Thriller, Science Fiction"
The Red Ghost,"War, Drama, History"
Bad Boys,"Crime, Drama, Thriller"
Taxidermia,"Drama, Horror, Comedy"
"Kidnapping, Caucasian Style","Comedy, Romance, Music"
Breaking Surface,"Thriller, Drama, Action"
In This Corner of the World,"Drama, Animation, Romance, War, History"
Basic Instinct,"Thriller, Mystery"
Anonymous,"Drama, History, Thriller"
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Science Fiction, Comedy, Adventure, Romance"
Old,"Thriller, Mystery, Horror"
Hall Pass,"Comedy, Romance"
Winx Club: The Mystery of the Abyss,"Family, Fantasy, Animation"
I'm Gonna Git You Sucka,"Comedy, Action, Crime"
The Curse of Sleeping Beauty,"Fantasy, Horror"
The New World,"Drama, History, Romance"
I Am All Girls,"Crime, Drama, Mystery, Thriller"
EuroTrip,Comedy
Rain Man,Drama
Mother's Day,"Comedy, Drama, Romance"
The Long Kiss Goodnight,"Crime, Action, Mystery, Thriller"
Jane Eyre,"Drama, Romance"
Star Wars,"Adventure, Action, Science Fiction"
Lev Yashin. The Dream Goalkeeper,Drama
Skyfall,"Action, Adventure, Thriller"
Offline: Are You Ready for the Next Level?,"Action, Adventure, Comedy"
Inazuma Eleven Go vs. Danball Senki W,"Action, Adventure, Animation, Science Fiction"
Blade of the Immortal,"Action, Drama, Fantasy"
I Love You Phillip Morris,"Comedy, Drama, Romance"
Brotherhood of the Wolf,"Adventure, Horror, Action, History"
The New World,"Drama, History, Romance"
3 Idiotas,"Family, Comedy"
Dark Tide,"Thriller, Adventure, Drama"
Wishmaster,"Horror, Science Fiction"
Indecent Proposal,"Romance, Drama"
A Christmas Together With You,"TV Movie, Romance, Drama"
The Legend of Tarzan,"Fantasy, Action, Adventure"
Kronk's New Groove,"Animation, Comedy, Family"
Kung Fu Panda 2,"Animation, Family"
Coming to America,"Comedy, Romance"
P Storm,"Action, Crime"
Sahara,"Adventure, Animation, Comedy, Family"
Austin Powers: The Spy Who Shagged Me,"Adventure, Comedy, Crime, Science Fiction"
My Name Is Khan,"Drama, Romance"
Dangerous Beauty,"Drama, Romance"
Absolutely Anything,"Comedy, Science Fiction"
Tapped Out,"Action, Drama"
Ninja Assassin,Action
Winnie the Pooh: A Very Merry Pooh Year,"Animation, Family"
Driving Miss Daisy,Drama
"Greystoke: The Legend of Tarzan, Lord of the Apes","Adventure, Drama, Action, Romance"
Transformers: Prime Beast Hunters: Predacons Rising,"Action, Animation, Science Fiction"
St. Vincent,Comedy
Arthur and the Revenge of Maltazard,"Adventure, Fantasy, Animation, Family"
Addams Family Reunion,"Family, Comedy, Fantasy, TV Movie"
Samurai Rebellion,"Drama, Action"
Seduction,Drama
Stolen,"Action, Crime, Thriller"
